all,quarter,industry_section_code,industry_section,industry_division,number_of_persons_engaged_total,number_of_persons_engaged_male,number_of_persons_engaged_female,number_of_vacancies,number_of_establishments
All,2005 Q4,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",500,391,109,2,176
All,2005 Q4,C,Manufacturing,Manufacture of paper and paper products,2034,1455,579,6,407
All,2005 Q4,C,Manufacturing,Printing and reproduction of recorded media,21491,14984,6507,169,3094
All,2005 Q4,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,2472,1729,743,153,237
All,2005 Q4,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2823,1212,1611,52,214
All,2005 Q4,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",3460,2209,1251,25,499
All,2005 Q4,C,Manufacturing,Manufacture of other non-metallic mineral products,1353,1134,219,10,214
All,2005 Q4,C,Manufacturing,Manufacture of basic metals,1205,1023,182,10,89
All,2005 Q4,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),4444,3464,980,44,1060
All,2005 Q4,C,Manufacturing,"Manufacture of computer, electronic and optical products",12119,6296,5823,189,386
All,2005 Q4,C,Manufacturing,Manufacture of electrical equipment,3027,1684,1343,16,268
All,2005 Q4,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,2709,2348,361,18,690
All,2005 Q4,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,1940,1503,437,11,93
All,2005 Q4,C,Manufacturing,Manufacture of furniture,496,391,105,4,155
All,2005 Q4,C,Manufacturing,Other manufacturing,9741,6125,3616,72,1590
All,2005 Q4,C,Manufacturing,Repair and installation of machinery and equipment,11113,9270,1843,181,1252
All,2005 Q4,B,Mining and quarrying,Quarrying and other mining of non-metal ores,128,122,6,0,6
All,2005 Q4,D,Electricity and gas supply,Electricity and gas supply,8002,6824,1178,9,14
All,2005 Q4,E,"Sewerage, waste management and remediation services",Sewerage,242,129,113,0,35
All,2005 Q4,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",1592,751,841,19,211
All,2005 Q4,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,31,19,12,0,17
All,2005 Q4,F,Construction,Construction sites (manual workers only),54456,49590,4866,21,868
All,2005 Q4,F,Construction,Public sector sites,22586,21343,1243,16,319
All,2005 Q4,F,Construction,Public sector building sites,8459,7839,620,6,119
All,2005 Q4,F,Construction,Public sector civil engineering sites,14127,13504,623,10,200
All,2005 Q4,F,Construction,Private sector sites,31870,28247,3623,5,549
All,2005 Q4,F,Construction,Private sector building sites,30310,26761,3549,5,446
All,2005 Q4,F,Construction,Private sector civil engineering sites,1560,1486,74,0,103
All,2005 Q4,G,"Import/export, wholesale and retail trades",Import and export trade,509819,264207,245612,6926,97125
All,2005 Q4,G,"Import/export, wholesale and retail trades",Wholesale,68744,42047,26697,848,15009
All,2005 Q4,G,"Import/export, wholesale and retail trades",Retail trade,219495,92801,126694,3620,55132
All,2005 Q4,H,"Transportation, storage, postal and courier services",Land transport,43791,37497,6294,263,2551
All,2005 Q4,H,"Transportation, storage, postal and courier services",Water transport,8363,5263,3100,50,275
All,2005 Q4,H,"Transportation, storage, postal and courier services",Air transport,18149,7082,11067,82,111
All,2005 Q4,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,64851,39954,24897,680,4507
All,2005 Q4,H,"Transportation, storage, postal and courier services",Postal and courier services,11321,7437,3884,151,640
All,2005 Q4,I,Accommodation and food services,Accommodation services,28376,15933,12443,524,717
All,2005 Q4,I,Accommodation and food services,Food and beverage services,194846,91824,103022,3722,12127
All,2005 Q4,J,Information and communications,Publishing,19932,11208,8724,235,1513
All,2005 Q4,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",13997,8859,5138,67,1462
All,2005 Q4,J,Information and communications,Telecommunications,15668,9939,5729,530,296
All,2005 Q4,J,Information and communications,Information technology services,30312,23157,7155,616,4576
All,2005 Q4,J,Information and communications,Information services,2425,1250,1175,55,347
All,2005 Q4,K,Financing and insurance,Financial services (except insurance and pension funding),100696,45954,54742,2150,5411
All,2005 Q4,K,Financing and insurance,Insurance,11996,4600,7396,284,123
All,2005 Q4,K,Financing and insurance,Services auxiliary to financial and insurance services,44705,21575,23130,1507,9585
All,2005 Q4,L,Real estate,Real estate,96333,65536,30797,1990,10001
All,2005 Q4,M,"Professional, scientific and technical services",Legal and accounting services,37594,16544,21050,348,5573
All,2005 Q4,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,23382,11839,11543,479,4067
All,2005 Q4,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",26935,18111,8824,404,2528
All,2005 Q4,M,"Professional, scientific and technical services",Scientific research and development,672,377,295,33,40
All,2005 Q4,M,"Professional, scientific and technical services",Advertising and market research,11965,6851,5114,304,3107
All,2005 Q4,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",16343,9233,7110,382,4821
All,2005 Q4,N,Administrative and support services,Rental and leasing services,1828,1105,723,36,527
All,2005 Q4,N,Administrative and support services,Employment services,10741,4537,6204,392,1516
All,2005 Q4,N,Administrative and support services,"Travel agency, reservation service and related services",19612,7946,11666,399,2154
All,2005 Q4,N,Administrative and support services,Security and investigation services,38653,29797,8856,573,227
All,2005 Q4,N,Administrative and support services,Services to buildings and landscape care,56501,19742,36759,467,1242
All,2005 Q4,N,Administrative and support services,"Office administrative, office support and other business support services",17219,8444,8775,412,3873
All,2005 Q4,P,Education,Education,138131,50733,87398,1380,5992
All,2005 Q4,Q,Human health and social work services,Human health services,75943,21112,54831,668,5269
All,2005 Q4,Q,Human health and social work services,Residential care services,25705,3272,22433,506,1081
All,2005 Q4,Q,Human health and social work services,Social work services,27964,6113,21851,656,1755
All,2005 Q4,R,"Arts, entertainment and recreation",Creative and performing arts activities,2361,1422,939,18,543
All,2005 Q4,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",424,158,266,7,66
All,2005 Q4,R,"Arts, entertainment and recreation",Amusement parks and theme parks,0,0,0,0,0
All,2005 Q4,R,"Arts, entertainment and recreation",Sports and other entertainment services,0,0,0,0,0
All,2005 Q4,S,Other services,Activities of membership organisations,8409,3407,5002,145,899
All,2005 Q4,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",17175,14339,2836,134,5047
All,2005 Q4,S,Other services,Other personal services,35828,12528,23300,1074,8680
All,2006 Q1,C,Manufacturing,Manufacture of food products,21082,11678,9404,393,739
All,2006 Q1,C,Manufacturing,Manufacture of beverages,3462,2576,886,37,22
All,2006 Q1,C,Manufacturing,Manufacture of tobacco products,514,371,143,5,3
All,2006 Q1,C,Manufacturing,Manufacture of textiles,10333,5811,4522,55,888
All,2006 Q1,C,Manufacturing,Manufacture of wearing apparel,29138,7622,21516,423,1676
All,2006 Q1,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",569,429,140,0,166
All,2006 Q1,C,Manufacturing,Manufacture of paper and paper products,1935,1379,556,0,414
All,2006 Q1,C,Manufacturing,Printing and reproduction of recorded media,21996,15166,6830,110,3161
All,2006 Q1,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,2054,1519,535,19,200
All,2006 Q1,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2816,1255,1561,27,232
All,2006 Q1,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",3066,1971,1095,25,518
All,2006 Q1,C,Manufacturing,Manufacture of other non-metallic mineral products,1106,959,147,0,192
All,2006 Q1,C,Manufacturing,Manufacture of basic metals,1279,1054,225,5,78
All,2006 Q1,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),5023,3781,1242,8,1161
All,2006 Q1,C,Manufacturing,"Manufacture of computer, electronic and optical products",11157,5965,5192,161,362
All,2006 Q1,C,Manufacturing,Manufacture of electrical equipment,3106,1744,1362,10,284
All,2006 Q1,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,2456,2030,426,5,733
All,2006 Q1,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,2008,1537,471,9,99
All,2006 Q1,C,Manufacturing,Manufacture of furniture,406,302,104,6,145
All,2006 Q1,C,Manufacturing,Other manufacturing,9561,5957,3604,52,1583
All,2006 Q1,C,Manufacturing,Repair and installation of machinery and equipment,10716,8934,1782,368,1334
All,2006 Q1,B,Mining and quarrying,Quarrying and other mining of non-metal ores,128,122,6,0,6
All,2006 Q1,D,Electricity and gas supply,Electricity and gas supply,8011,6824,1187,2,15
All,2006 Q1,E,"Sewerage, waste management and remediation services",Sewerage,281,185,96,0,34
All,2006 Q1,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",1390,823,567,20,206
All,2006 Q1,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,40,32,8,0,16
All,2006 Q1,F,Construction,Construction sites (manual workers only),54897,50540,4357,5,886
All,2006 Q1,F,Construction,Public sector sites,21147,20054,1093,3,318
All,2006 Q1,F,Construction,Public sector building sites,8312,7813,499,0,121
All,2006 Q1,F,Construction,Public sector civil engineering sites,12835,12241,594,3,197
All,2006 Q1,F,Construction,Private sector sites,33750,30486,3264,2,568
All,2006 Q1,F,Construction,Private sector building sites,32156,28935,3221,2,465
All,2006 Q1,F,Construction,Private sector civil engineering sites,1594,1551,43,0,103
All,2006 Q1,G,"Import/export, wholesale and retail trades",Import and export trade,512424,266239,246185,9518,98535
All,2006 Q1,G,"Import/export, wholesale and retail trades",Wholesale,67360,41637,25723,1030,15414
All,2006 Q1,G,"Import/export, wholesale and retail trades",Retail trade,222503,93684,128819,4711,56595
All,2006 Q1,H,"Transportation, storage, postal and courier services",Land transport,42688,37229,5459,456,2743
All,2006 Q1,H,"Transportation, storage, postal and courier services",Water transport,8659,5591,3068,93,313
All,2006 Q1,H,"Transportation, storage, postal and courier services",Air transport,18520,7235,11285,133,113
All,2006 Q1,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,65012,40123,24889,827,4459
All,2006 Q1,H,"Transportation, storage, postal and courier services",Postal and courier services,11324,7820,3504,124,635
All,2006 Q1,I,Accommodation and food services,Accommodation services,28420,16033,12387,608,773
All,2006 Q1,I,Accommodation and food services,Food and beverage services,196227,92504,103723,3490,12191
All,2006 Q1,J,Information and communications,Publishing,18581,10687,7894,213,1428
